"","origin","dest","first_stop","second_stop","ticket_carrier","pax","connections"
"1839","DSM","STX","PHL","MIA","AA",2,2
"1840","DSM","SUN","DEN",NA,"UA",2,1
"1841","DSM","SUN","MSP","SLC","DL",2,2
"1842","DSM","SUN","SLC",NA,"DL",3,1
"1843","DSM","SWF","CLT","PHL","AA",3,2
"1844","DSM","SWF","DTW",NA,"DL",12,1
"1845","DSM","SWF","ORD","PHL","AA",2,2
"1846","DSM","SWF","PHL",NA,"AA",6,1
"1847","DSM","SWO","DFW",NA,"AA",16,1
"1848","DSM","SYR","ATL",NA,"DL",10,1
"1849","DSM","SYR","CLT",NA,"AA",4,1
"1850","DSM","SYR","DCA",NA,"AA",6,1
"1851","DSM","SYR","DTW",NA,"DL",37,1
"1852","DSM","SYR","LGA",NA,"DL",1,1
"1853","DSM","SYR","MSP",NA,"DL",9,1
"1854","DSM","SYR","ORD",NA,"AA",60,1
"1855","DSM","SYR","ORD",NA,"UA",51,1
"1856","DSM","SYR","PHL",NA,"AA",7,1
"1857","DSM","TLH","ATL",NA,"DL",73,1
"1858","DSM","TLH","CLT",NA,"AA",21,1
"1859","DSM","TLH","DCA",NA,"AA",2,1
"1860","DSM","TLH","DFW",NA,"AA",22,1
"1861","DSM","TLH","DTW","ATL","DL",1,2
"1862","DSM","TLH","PHL","MIA","AA",1,2
"1863","DSM","TOL","ORD",NA,"AA",32,1
"1864","DSM","TPA","ATL","RDU","DL",1,2
"1865","DSM","TPA","ATL",NA,"DL",382,1
"1866","DSM","TPA","CLT",NA,"AA",230,1
"1867","DSM","TPA","DCA","CLT","AA",1,2
"1868","DSM","TPA","DCA","MIA","AA",1,2
"1869","DSM","TPA","DCA",NA,"AA",21,1
"1870","DSM","TPA","DEN",NA,"F9",1,1
"1871","DSM","TPA","DEN",NA,"UA",6,1
"1872","DSM","TPA","DFW",NA,"AA",146,1
"1873","DSM","TPA","DTW",NA,"DL",101,1
"1874","DSM","TPA","IAH",NA,"UA",74,1
"1875","DSM","TPA","LGA",NA,"DL",4,1
"1876","DSM","TPA","MSP","ATL","DL",1,2
"1877","DSM","TPA","MSP",NA,"DL",53,1
"1878","DSM","TPA","ORD","CLT","AA",1,2
"1879","DSM","TPA","ORD","IAH","UA",1,2
"1880","DSM","TPA","ORD",NA,"AA",85,1
"1881","DSM","TPA","ORD",NA,"UA",149,1
"1882","DSM","TPA","PHL",NA,"AA",50,1
"1883","DSM","TPA","STL","AUS","WN",1,2
"1884","DSM","TPA","STL",NA,"WN",83,1
"1885","DSM","TRI","ATL",NA,"DL",27,1
"1886","DSM","TRI","CLT",NA,"AA",25,1
"1887","DSM","TRI","DTW","ATL","DL",1,2
"1888","DSM","TRI","ORD","CLT","AA",1,2
"1889","DSM","TUL","DFW",NA,"AA",69,1
"1890","DSM","TUL","MSP",NA,"DL",14,1
"1891","DSM","TUL","STL",NA,"WN",58,1
"1892","DSM","TUS","ATL",NA,"DL",4,1
"1893","DSM","TUS","DEN",NA,"UA",118,1
"1894","DSM","TUS","DFW","PHX","AA",1,2
"1895","DSM","TUS","DFW",NA,"AA",134,1
"1896","DSM","TUS","IAH",NA,"UA",22,1
"1897","DSM","TUS","LAS",NA,"WN",27,1
"1898","DSM","TUS","MSP","SLC","DL",1,2
"1899","DSM","TUS","MSP",NA,"DL",6,1
"1900","DSM","TUS","ORD",NA,"AA",7,1
"1901","DSM","TUS","ORD",NA,"UA",4,1
"1902","DSM","TUS","PHX",NA,"AA",159,1
"1903","DSM","TUS","SLC",NA,"DL",14,1
"1904","DSM","TVC","DTW",NA,"DL",18,1
"1905","DSM","TVC","MSP","DTW","DL",1,2
"1906","DSM","TVC","MSP",NA,"DL",17,1
"1907","DSM","TVC","ORD",NA,"AA",31,1
"1908","DSM","TVC","ORD",NA,"UA",7,1
"1909","DSM","TWF","MSP","SLC","DL",6,2
"1910","DSM","TWF","SLC",NA,"DL",14,1
"1911","DSM","TXK","DFW",NA,"AA",17,1
"1912","DSM","TYR","DFW",NA,"AA",30,1
"1913","DSM","TYR","ORD","DFW","AA",1,2
"1914","DSM","TYS","ATL",NA,"DL",55,1
"1915","DSM","TYS","CLT",NA,"AA",46,1
"1916","DSM","TYS","DCA",NA,"AA",1,1
"1917","DSM","TYS","DFW",NA,"AA",3,1
"1918","DSM","TYS","DTW",NA,"DL",44,1
"1919","DSM","TYS","MSP",NA,"DL",8,1
"1920","DSM","TYS","ORD",NA,"AA",33,1
"1921","DSM","TYS","ORD",NA,"UA",36,1
"1922","DSM","TYS","PHL","CLT","AA",1,2
"1923","DSM","TYS","PHL",NA,"AA",6,1
"1924","DSM","VCT","IAH",NA,"UA",2,1
"1925","DSM","VEL","DEN",NA,"UA",6,1
"1926","DSM","VLD","ATL",NA,"DL",20,1
"1927","DSM","VPS","ATL",NA,"DL",87,1
"1928","DSM","VPS","CLT",NA,"AA",22,1
"1929","DSM","VPS","DCA",NA,"AA",1,1
"1930","DSM","VPS","DFW",NA,"AA",85,1
"1931","DSM","VPS","DTW","ATL","DL",2,2
"1932","DSM","VPS","IAH",NA,"UA",6,1
"1933","DSM","VPS","MSP","ATL","DL",1,2
"1934","DSM","VPS","ORD",NA,"UA",1,1
"1935","DSM","XNA","DFW",NA,"AA",34,1
"1936","DSM","XWA","MSP",NA,"DL",5,1
"1937","DSM","YUM","DFW","PHX","AA",1,2
"1938","DSM","YUM","DFW",NA,"AA",6,1
"1939","DSM","YUM","ORD","PHX","AA",2,2
"1940","DSM","YUM","PHX",NA,"AA",50,1
