"","origin","dest","dest_city_name","year","international_service","seats","service","service_ends","service_resumes","new_service","consecutive_streak","last_served","last_streak","years_since","previously_began","service_level"
"972","JFK","ZRH","Zurich, Switzerland",1992,1,46296,1,0,0,0,2,NA,NA,NA,NA,"Service"
"973","JFK","ZRH","Zurich, Switzerland",1993,1,17972,1,1,0,0,3,NA,NA,NA,NA,"Service Terminated"
"974","JFK","ZRH","Zurich, Switzerland",2000,1,51885,1,0,1,0,1,1993,3,7,1991,"Service Resumed"
"975","JFK","ZRH","Zurich, Switzerland",2001,1,48555,1,1,0,0,2,NA,NA,NA,NA,"Service Terminated"
"976","JFK","ZRH","Zurich, Switzerland",2009,1,17527,1,0,1,0,1,2001,2,8,2000,"Service Resumed"
"977","JFK","ZRH","Zurich, Switzerland",2010,1,21271,1,0,0,0,2,NA,NA,NA,NA,"Service"
"978","JFK","ZRH","Zurich, Switzerland",2011,1,26325,1,0,0,0,3,NA,NA,NA,NA,"Service"
"979","JFK","ZRH","Zurich, Switzerland",2012,1,21732,1,0,0,0,4,NA,NA,NA,NA,"Service"
"980","JFK","ZRH","Zurich, Switzerland",2013,1,12292,1,0,0,0,5,NA,NA,NA,NA,"Service"
"981","JFK","ZRH","Zurich, Switzerland",2014,1,41369,1,0,0,0,6,NA,NA,NA,NA,"Service"
"982","JFK","ZRH","Zurich, Switzerland",2015,1,75575,1,0,0,0,7,NA,NA,NA,NA,"Service"
"983","JFK","ZRH","Zurich, Switzerland",2016,1,72603,1,0,0,0,8,NA,NA,NA,NA,"Service"
"984","JFK","ZRH","Zurich, Switzerland",2017,1,69310,1,0,0,0,9,NA,NA,NA,NA,"Service"
"985","JFK","ZRH","Zurich, Switzerland",2018,1,76251,1,0,0,0,10,NA,NA,NA,NA,"Service"
"986","JFK","ZRH","Zurich, Switzerland",2019,1,82048,1,0,0,0,11,NA,NA,NA,NA,"Service"
"987","JFK","ZRH","Zurich, Switzerland",2020,1,17374,1,1,0,0,12,NA,NA,NA,NA,"Service Terminated"
"988","JFK","ZRH","Zurich, Switzerland",2022,1,52669,1,0,1,0,1,2020,12,2,2009,"Service Resumed"
"989","JFK","ZRH","Zurich, Switzerland",2023,1,64392,1,NA,0,0,2,NA,NA,NA,NA,"Service"
